Date,Open,High,Low,Close,Adj Close,Volume
2021-09-16,759.849976,761.000000,751.349976,756.950012,728.507629,2686018
2021-09-17,758.200012,766.000000,749.150024,754.150024,725.812866,5504398
2021-09-20,749.400024,756.500000,732.200012,738.049988,710.317810,2933375
2021-09-21,740.099976,740.900024,729.549988,738.450012,710.702759,2380834
2021-09-22,738.900024,759.000000,738.450012,752.500000,724.224915,2287017
2021-09-23,756.500000,762.000000,752.750000,758.450012,729.951355,1890322
2021-09-24,759.500000,782.049988,752.549988,779.450012,750.162170,4967824
2021-09-27,789.500000,813.750000,783.049988,811.349976,780.863525,9210666
2021-09-28,820.000000,822.000000,796.250000,806.049988,775.762695,3853344
2021-09-29,800.000000,815.700012,799.000000,812.099976,781.585327,2291977
2021-09-30,808.049988,817.400024,801.299988,803.049988,772.875427,3264689
2021-10-01,800.000000,831.000000,787.000000,827.849976,796.743591,7704216
2021-10-04,832.500000,852.000000,828.099976,841.150024,809.543884,6544700
2021-10-05,841.150024,846.000000,835.049988,843.049988,811.372437,2647442
2021-10-06,846.000000,854.900024,829.000000,834.099976,802.758728,3288323
2021-10-07,839.700012,887.799988,837.150024,878.250000,845.249817,9515673
2021-10-08,893.700012,895.000000,872.549988,877.799988,844.816711,3938358
2021-10-11,879.000000,902.500000,879.000000,895.599976,861.947876,5493159
2021-10-12,888.000000,894.650024,877.000000,890.099976,856.654541,3433345
2021-10-13,893.000000,971.150024,893.000000,935.349976,900.204224,17519612
2021-10-14,938.500000,946.250000,922.200012,931.400024,896.402710,3354982
2021-10-18,958.000000,958.000000,908.299988,910.950012,876.721069,2885649
2021-10-19,911.000000,927.599976,901.200012,917.500000,883.024902,3476818
2021-10-20,913.000000,924.900024,894.650024,899.349976,865.556946,3551282
2021-10-21,908.299988,911.099976,893.400024,897.000000,863.295288,2614538
2021-10-22,904.000000,909.799988,885.099976,887.849976,854.489014,1999394
2021-10-25,883.000000,905.900024,883.000000,890.700012,857.231995,2833933
2021-10-26,893.400024,900.000000,884.000000,894.549988,860.937378,3410657
2021-10-27,900.000000,903.799988,883.500000,886.799988,853.478516,3362019
2021-10-28,887.000000,896.000000,877.900024,883.849976,850.639343,2171227
2021-10-29,883.500000,901.500000,862.000000,884.250000,851.024292,2482056
2021-11-01,884.250000,887.900024,860.400024,870.349976,837.646606,4146270
2021-11-02,875.000000,879.299988,859.000000,861.500000,829.129150,3704926
2021-11-03,864.000000,869.900024,843.000000,849.000000,817.098877,3288759
2021-11-04,855.750000,875.000000,853.000000,872.849976,840.052673,973315
2021-11-08,878.000000,878.250000,854.299988,859.500000,827.204346,4481883
2021-11-09,864.000000,905.400024,862.599976,892.150024,858.627502,15376349
2021-11-10,905.900024,925.000000,895.000000,919.650024,885.094177,17083220
2021-11-11,918.950012,928.799988,911.000000,924.750000,890.002563,4935551
2021-11-12,934.000000,939.500000,925.000000,937.799988,902.562195,6239600
2021-11-15,935.000000,948.549988,921.099976,928.400024,893.515381,3757546
2021-11-16,928.400024,965.950012,925.549988,960.299988,924.216736,7368780
2021-11-17,959.950012,979.000000,947.250000,954.450012,918.586609,5416608
2021-11-18,955.000000,955.000000,918.200012,923.700012,888.992065,3463426
2021-11-22,926.400024,930.250000,893.700012,900.849976,867.000610,3731367
2021-11-23,897.849976,908.500000,893.599976,901.349976,867.481750,3195288
2021-11-24,907.700012,907.700012,890.000000,893.200012,859.638062,2708554
2021-11-25,890.900024,898.900024,883.500000,891.200012,857.713257,2288825
2021-11-26,885.000000,885.000000,843.000000,853.750000,821.670410,3934155
2021-11-29,845.200012,867.799988,828.349976,850.799988,818.831177,3936245
2021-11-30,850.799988,860.799988,828.549988,835.500000,804.106079,6067618
2021-12-01,836.000000,842.700012,823.250000,834.700012,803.336182,5121634
2021-12-02,835.799988,859.950012,835.049988,849.549988,817.628235,4677008
2021-12-03,848.950012,855.599976,833.950012,836.950012,805.501648,2933597
2021-12-06,838.000000,840.599976,820.049988,822.150024,791.257751,1552749
2021-12-07,826.500000,833.650024,822.500000,825.950012,794.914978,1976433
2021-12-08,834.500000,843.700012,826.950012,840.750000,809.158875,2346456
2021-12-09,857.400024,857.400024,836.000000,851.099976,819.119934,4078098
2021-12-10,850.099976,868.599976,850.099976,859.700012,827.396851,3434165
2021-12-13,868.950012,868.950012,839.700012,843.099976,811.420532,2683048
2021-12-14,840.000000,841.950012,826.000000,836.849976,805.405334,1979863
2021-12-15,844.000000,853.700012,838.200012,846.200012,814.404114,3208613
2021-12-16,852.900024,862.250000,846.200012,853.299988,821.237244,3965285
2021-12-17,848.000000,852.250000,830.000000,834.599976,803.239929,2675800
2021-12-20,826.000000,830.000000,797.000000,814.299988,783.702759,2907378
2021-12-21,822.400024,827.000000,807.500000,812.200012,781.681641,1973119
2021-12-22,818.799988,827.200012,811.000000,818.700012,787.937439,1979912
2021-12-23,824.900024,833.799988,822.750000,826.849976,795.781067,1495208
2021-12-24,831.000000,832.049988,808.000000,812.650024,782.114685,1071730
2021-12-27,808.000000,823.150024,806.950012,818.549988,787.793030,1492196
2021-12-28,824.000000,840.000000,819.049988,838.700012,807.185913,1677680
2021-12-29,843.450012,843.450012,830.849976,832.700012,801.411316,1575343
2021-12-30,843.000000,843.000000,827.150024,829.299988,798.139038,1874659
2021-12-31,834.799988,845.000000,830.200012,837.150024,805.694153,1528983
2022-01-03,835.000000,840.000000,826.299988,829.799988,798.620300,1537088
2022-01-04,837.950012,842.000000,825.650024,831.849976,800.593323,1886453
2022-01-05,830.000000,847.000000,830.000000,839.500000,807.955811,2634010
2022-01-06,839.000000,842.250000,827.500000,839.849976,808.292664,2962301
2022-01-07,841.000000,849.750000,822.500000,829.000000,797.850342,2531717
2022-01-10,835.950012,846.750000,829.700012,841.950012,810.313782,3403434
2022-01-11,842.000000,848.750000,835.549988,841.400024,809.784485,2117911
2022-01-12,846.799988,884.200012,842.500000,880.549988,847.463379,9022415
2022-01-13,880.549988,909.500000,868.000000,896.000000,862.332825,5658001
2022-01-14,889.799988,895.950012,879.650024,881.200012,848.088928,2027852
2022-01-17,884.200012,904.000000,882.650024,900.799988,866.952454,3617269
2022-01-18,902.000000,910.099976,888.299988,892.150024,858.627502,3468168
2022-01-19,908.950012,908.950012,880.799988,894.400024,860.792969,4215758
2022-01-20,896.000000,897.599976,872.849976,880.500000,847.415222,2486026
2022-01-21,875.799988,884.900024,865.200012,875.200012,842.314392,1872843
2022-01-24,871.200012,878.349976,848.049988,854.700012,822.584717,3386669
2022-01-25,846.099976,858.250000,845.250000,854.500000,822.392151,4742388
2022-01-27,845.599976,862.849976,841.200012,858.049988,825.808777,2927566
2022-01-28,864.400024,896.000000,860.400024,869.650024,836.972961,4208702
2022-01-31,878.900024,888.849976,872.099976,885.799988,852.516113,2335040
2022-02-01,892.000000,894.700012,864.200012,869.700012,837.021057,2921070
2022-02-02,875.700012,880.299988,865.150024,869.349976,836.684204,1341479
2022-02-03,868.000000,882.400024,852.150024,856.200012,824.028320,2630289
2022-02-04,861.400024,861.400024,836.150024,841.700012,810.073181,2080640
2022-02-07,841.000000,844.700012,822.200012,829.500000,798.331604,1801701
2022-02-08,830.000000,837.700012,817.150024,832.049988,800.785767,2729631
2022-02-09,838.000000,845.950012,833.150024,840.200012,808.629517,2165223
2022-02-10,844.000000,857.750000,830.150024,853.049988,820.996643,6949276
2022-02-11,853.000000,861.950012,835.599976,853.650024,821.574097,5146850
2022-02-14,841.750000,845.400024,780.700012,825.049988,794.048767,4202165
2022-02-15,828.000000,858.000000,820.400024,854.599976,822.488403,2728328
2022-02-16,854.599976,878.500000,854.599976,864.250000,831.775818,4401342
2022-02-17,872.000000,877.299988,859.000000,862.250000,829.850952,2041741
2022-02-18,857.200012,869.750000,847.150024,852.000000,819.986145,1616856
2022-02-21,845.200012,850.500000,832.000000,841.099976,809.495667,2255753
2022-02-22,827.000000,856.000000,823.349976,853.250000,821.189087,2768989
2022-02-23,856.000000,869.700012,845.700012,850.299988,818.349976,2265060
2022-02-24,818.099976,831.900024,790.500000,795.799988,765.897888,5677898
2022-02-25,812.700012,825.000000,802.000000,807.599976,777.254517,3470318
2022-02-28,807.000000,807.000000,786.750000,790.849976,761.133789,5026913
2022-03-02,785.500000,810.750000,769.000000,778.349976,749.103455,5779175
2022-03-03,792.000000,793.150024,760.049988,762.049988,733.416016,2763929
2022-03-04,750.000000,756.000000,730.000000,732.299988,704.783875,4829850
2022-03-07,719.849976,719.849976,681.750000,690.549988,664.602539,7008637
2022-03-08,690.549988,703.049988,671.150024,700.650024,674.323181,4000294
2022-03-09,705.000000,739.900024,700.000000,734.849976,707.237976,5490287
2022-03-10,761.950012,762.500000,735.000000,738.849976,711.087708,4064470
2022-03-11,734.000000,741.799988,728.700012,734.799988,707.190002,2364792
2022-03-14,734.799988,746.000000,725.450012,743.200012,715.274292,3563695
2022-03-15,745.000000,769.200012,745.000000,761.200012,732.598022,4811450
2022-03-16,768.849976,776.000000,765.000000,773.650024,744.580200,2277631
2022-03-17,785.000000,799.900024,777.000000,794.400024,764.550476,3787641
2022-03-21,789.599976,791.099976,780.099976,783.500000,754.059998,3008019
2022-03-22,783.000000,789.049988,769.000000,785.599976,756.081116,5436875
2022-03-23,790.000000,794.200012,772.099976,774.099976,745.013123,3277274
2022-03-24,773.700012,780.000000,762.650024,765.650024,736.880798,2248114
2022-03-25,773.000000,773.000000,758.200012,764.750000,736.014526,3148869
2022-03-28,764.900024,772.700012,751.299988,769.250000,740.345459,4719388
2022-03-29,771.000000,783.000000,770.700012,773.349976,744.291382,3519610
2022-03-30,779.299988,795.000000,775.900024,793.349976,763.539917,4407033
2022-03-31,798.000000,813.000000,798.000000,806.549988,776.243896,7059986
2022-04-01,811.000000,829.500000,807.700012,826.549988,795.492371,3406177
2022-04-04,818.000000,836.000000,810.000000,833.700012,802.373779,4163250
2022-04-05,837.000000,852.000000,833.700012,836.549988,805.116699,2669967
2022-04-06,838.700012,838.700012,822.950012,827.849976,796.743591,2049292
2022-04-07,826.000000,840.299988,822.299988,834.299988,802.951233,2913537
2022-04-08,830.000000,860.650024,827.049988,857.400024,825.183289,4145522
2022-04-11,854.950012,861.349976,846.200012,856.849976,824.653870,2922901
2022-04-12,850.000000,867.400024,843.299988,860.799988,828.455505,2961076
2022-04-13,862.500000,875.000000,862.349976,866.099976,833.556274,3695363
2022-04-18,866.099976,876.000000,858.099976,874.099976,841.255737,3076843
2022-04-19,878.099976,887.799988,865.099976,872.500000,839.715820,3301212
2022-04-20,873.450012,889.900024,873.450012,881.250000,848.137085,2208791
2022-04-21,881.250000,914.000000,880.750000,911.000000,876.769226,3206906
2022-04-22,903.799988,927.049988,889.049988,920.650024,886.056641,4924905
2022-04-25,914.349976,928.000000,895.099976,904.000000,870.032227,5476626
2022-04-26,906.599976,942.900024,906.599976,940.150024,904.823975,6384561
2022-04-27,930.000000,940.700012,922.950012,926.849976,892.023621,3154605
2022-04-28,945.000000,945.000000,918.500000,922.900024,888.222046,2869224
2022-04-29,928.900024,939.250000,918.000000,922.099976,887.452087,3467791
2022-05-02,915.000000,933.700012,909.700012,921.349976,886.730286,2740823
2022-05-04,917.900024,923.950012,891.049988,896.099976,862.429077,2408261
2022-05-05,910.000000,921.000000,895.650024,899.049988,865.268188,2690817
2022-05-06,890.000000,914.799988,887.299988,893.849976,860.263550,4247088
2022-05-09,880.000000,901.900024,875.000000,895.299988,861.659119,1790691
2022-05-10,895.299988,910.950012,884.099976,888.349976,854.970215,2436623
2022-05-11,888.599976,898.400024,876.500000,887.049988,853.719116,3048794
2022-05-12,884.900024,889.000000,853.700012,865.250000,832.738281,4908042
2022-05-13,879.799988,905.000000,870.099976,889.500000,856.077087,4956950
2022-05-16,895.000000,908.900024,892.700012,903.349976,869.406677,2856221
2022-05-17,907.000000,917.000000,898.150024,910.799988,876.576721,3469290
2022-05-18,910.000000,922.750000,905.200012,913.299988,878.982788,3203522
2022-05-19,901.000000,913.000000,880.150024,882.549988,849.388245,2658159
2022-05-20,896.900024,911.349976,888.650024,903.799988,869.839722,3426756
2022-05-23,911.000000,943.450012,910.250000,941.900024,906.508179,6613972
2022-05-24,949.000000,960.400024,943.099976,946.849976,911.272156,4546511
2022-05-25,953.799988,953.799988,923.349976,928.400024,893.515381,1363358
2022-05-26,930.099976,933.500000,914.799988,929.799988,894.862854,2384886
2022-05-27,940.000000,958.000000,923.000000,952.849976,917.046631,3269005
2022-05-30,972.250000,1011.750000,957.049988,998.349976,960.837036,11690785
2022-05-31,997.950012,1043.000000,992.000000,1034.349976,995.484314,13301109
2022-06-01,1035.000000,1057.250000,1014.799988,1047.349976,1007.995789,7889745
2022-06-02,1044.949951,1057.949951,1035.000000,1044.550049,1005.301147,4081658
2022-06-03,1050.099976,1056.550049,1025.699951,1028.650024,989.998535,2660682
2022-06-06,1028.000000,1048.599976,1018.000000,1035.949951,997.024170,3443406
2022-06-07,1034.800049,1045.000000,1018.099976,1042.550049,1003.376343,2162861
2022-06-08,1056.949951,1056.949951,1034.250000,1045.000000,1005.734192,4293398
2022-06-09,1036.000000,1049.300049,1032.000000,1045.099976,1005.830383,2757706
2022-06-10,1033.000000,1043.500000,1026.599976,1036.500000,997.553528,2425545
2022-06-13,1023.650024,1029.000000,998.549988,1004.299988,966.563477,4047155
2022-06-14,1000.000000,1025.000000,999.049988,1019.250000,980.951782,3614327
2022-06-15,1024.650024,1039.300049,1020.000000,1025.500000,986.966858,3333753
2022-06-16,1037.699951,1037.699951,997.000000,1005.250000,967.477722,3255301
2022-06-17,1000.000000,1007.950012,983.150024,997.650024,960.163330,5318310
2022-06-20,1005.000000,1008.000000,979.099976,982.700012,945.775146,3722583
2022-06-21,982.700012,1004.750000,981.799988,997.950012,960.452087,6263423
2022-06-22,995.150024,1003.950012,972.650024,983.799988,946.833801,2629024
2022-06-23,986.000000,1031.599976,985.200012,1027.699951,989.084167,7303072
2022-06-24,1036.900024,1074.500000,1031.599976,1072.050049,1031.767822,7273273
2022-06-27,1089.800049,1095.000000,1072.050049,1082.699951,1042.017578,6316257
2022-06-28,1082.000000,1121.449951,1079.449951,1112.000000,1070.216553,11020641
2022-06-29,1106.000000,1115.449951,1090.699951,1111.750000,1069.976074,5052023
2022-06-30,1109.300049,1117.500000,1088.050049,1093.150024,1052.075073,4165189
2022-07-01,1092.400024,1113.349976,1064.000000,1107.349976,1065.741211,2839545
2022-07-04,1101.000000,1102.000000,1079.400024,1091.199951,1050.198120,2784613
2022-07-05,1091.000000,1102.000000,1078.000000,1081.949951,1041.295654,3675577
2022-07-06,1082.699951,1112.000000,1080.599976,1104.550049,1063.046631,4957228
2022-07-07,1119.000000,1138.949951,1114.599976,1133.300049,1090.716309,4917004
2022-07-08,1184.949951,1194.900024,1126.150024,1133.599976,1091.005005,10482265
2022-07-11,1128.949951,1167.900024,1122.650024,1165.050049,1121.273193,4520273
2022-07-12,1164.000000,1164.449951,1142.000000,1146.650024,1103.564697,2452632
2022-07-13,1153.199951,1156.500000,1138.099976,1140.349976,1097.501343,3379695
2022-07-14,1134.800049,1151.349976,1131.199951,1142.650024,1110.967407,2423203
2022-07-15,1143.000000,1175.900024,1140.400024,1172.500000,1139.989746,3879759
2022-07-18,1179.500000,1179.500000,1159.250000,1163.400024,1131.142090,3480683
2022-07-19,1161.900024,1189.500000,1161.000000,1186.250000,1153.358521,4056414
2022-07-20,1195.000000,1195.000000,1162.500000,1165.650024,1133.329712,3028752
2022-07-21,1167.099976,1180.000000,1164.800049,1175.150024,1142.566284,2062279
2022-07-22,1180.000000,1185.900024,1170.300049,1181.099976,1148.351318,1983433
2022-07-25,1185.000000,1185.000000,1132.000000,1135.849976,1104.355835,4380502
2022-07-26,1134.000000,1146.000000,1125.150024,1136.000000,1104.501709,2598868
2022-07-27,1140.000000,1150.300049,1126.800049,1138.099976,1106.543579,1647876
2022-07-28,1142.099976,1152.000000,1135.349976,1149.150024,1117.287109,1929675
2022-07-29,1158.800049,1184.199951,1153.250000,1164.449951,1132.162842,2230572
2022-08-01,1189.400024,1248.699951,1184.250000,1237.750000,1203.430420,12673841
2022-08-02,1237.699951,1259.750000,1226.199951,1254.500000,1219.716064,5626351
2022-08-03,1259.949951,1259.949951,1231.000000,1253.699951,1218.938354,3820503
2022-08-04,1264.900024,1265.000000,1239.050049,1261.800049,1226.813721,3075648
2022-08-05,1278.199951,1278.500000,1231.250000,1235.900024,1201.631958,5766297
2022-08-08,1245.000000,1280.000000,1242.650024,1276.699951,1241.300537,5412651
2022-08-10,1277.000000,1279.699951,1260.250000,1268.050049,1232.890381,2530492
2022-08-11,1277.000000,1278.949951,1254.000000,1266.199951,1231.091553,3077633
2022-08-12,1265.000000,1268.900024,1249.300049,1259.449951,1224.528809,3355489
2022-08-16,1280.599976,1298.699951,1274.650024,1288.300049,1252.578979,4085782
2022-08-17,1294.000000,1294.000000,1270.050049,1274.250000,1238.918579,2197165
2022-08-18,1274.000000,1278.349976,1254.699951,1261.150024,1226.181763,2659857
2022-08-19,1270.000000,1272.650024,1235.500000,1239.400024,1205.034790,2513148
2022-08-22,1239.400024,1247.400024,1219.050049,1226.699951,1192.686768,2443323
2022-08-23,1219.949951,1277.000000,1218.000000,1273.099976,1237.800293,4449168
2022-08-24,1274.949951,1283.500000,1261.000000,1268.300049,1233.133423,2570071
2022-08-25,1274.000000,1277.449951,1256.699951,1259.650024,1224.723267,1769049
2022-08-26,1279.900024,1299.000000,1268.800049,1274.650024,1239.307373,4325600
2022-08-29,1249.000000,1280.800049,1242.150024,1276.800049,1241.397827,2554692
2022-08-30,1284.000000,1315.000000,1284.000000,1308.699951,1272.413208,5078317
2022-09-01,1280.000000,1325.699951,1280.000000,1312.050049,1275.670410,4913035
2022-09-02,1318.650024,1330.650024,1311.199951,1315.949951,1279.462280,2316436
2022-09-05,1319.000000,1324.449951,1301.099976,1320.550049,1283.934814,2271837
2022-09-06,1325.000000,1327.000000,1300.599976,1306.400024,1270.177124,1930221
2022-09-07,1291.000000,1311.949951,1281.199951,1289.699951,1253.940063,3162428
2022-09-08,1305.000000,1331.949951,1302.000000,1321.900024,1285.247314,4026323
2022-09-09,1338.000000,1338.000000,1294.050049,1301.250000,1265.169800,3415016
2022-09-12,1308.000000,1315.599976,1295.000000,1297.050049,1261.086304,3077887
2022-09-13,1309.949951,1309.949951,1291.000000,1299.849976,1263.808716,2460291
2022-09-14,1283.949951,1313.849976,1280.000000,1298.050049,1262.058594,2955136
2022-09-15,1305.000000,1314.250000,1289.050049,1297.050049,1261.086304,2555055
2022-09-16,1291.250000,1297.000000,1234.500000,1250.099976,1215.437988,9047956
2022-09-19,1259.900024,1298.449951,1250.099976,1288.650024,1252.919312,4476773
2022-09-20,1300.000000,1312.000000,1296.550049,1302.949951,1266.822632,3780649
2022-09-21,1308.949951,1323.000000,1293.599976,1306.650024,1270.420166,2887754
2022-09-22,1297.000000,1320.550049,1293.000000,1310.400024,1274.066040,2010645
2022-09-23,1305.000000,1318.099976,1261.000000,1272.300049,1237.022583,4639618
2022-09-26,1250.000000,1258.949951,1216.300049,1236.400024,1202.118042,3345338
2022-09-27,1242.599976,1252.900024,1221.199951,1235.750000,1201.486084,3588217
2022-09-28,1233.099976,1261.750000,1211.250000,1242.400024,1207.951660,3361451
2022-09-29,1255.000000,1267.949951,1245.699951,1258.349976,1223.459351,3474302
2022-09-30,1256.949951,1282.699951,1233.050049,1268.199951,1233.036255,3320684
2022-10-03,1269.949951,1276.099976,1242.050049,1251.349976,1216.653442,3150821
2022-10-04,1265.000000,1277.949951,1255.000000,1260.349976,1225.403931,3011962
2022-10-06,1268.000000,1277.000000,1254.500000,1256.900024,1222.049561,3531469
2022-10-07,1260.000000,1261.949951,1232.949951,1238.849976,1204.500000,3501889
2022-10-10,1234.000000,1246.550049,1218.000000,1243.000000,1208.535034,2230590
2022-10-11,1249.250000,1249.250000,1225.500000,1229.550049,1195.458008,1569478
2022-10-12,1235.650024,1259.349976,1230.099976,1247.900024,1213.299072,2884899
2022-10-13,1255.000000,1274.150024,1240.500000,1248.199951,1213.590698,2137351
2022-10-14,1267.750000,1272.000000,1228.000000,1230.300049,1196.187134,1696759
2022-10-17,1227.000000,1238.750000,1196.500000,1230.000000,1195.895386,2158727
2022-10-18,1236.150024,1267.349976,1233.500000,1253.800049,1219.035522,2722206
2022-10-19,1259.949951,1264.800049,1244.000000,1248.400024,1213.785156,1449579
2022-10-20,1241.199951,1254.000000,1223.550049,1250.000000,1215.340942,1831346
2022-10-21,1253.099976,1268.900024,1244.150024,1256.750000,1221.903687,1750934
2022-10-24,1261.000000,1278.000000,1261.000000,1270.949951,1235.709961,318933
2022-10-25,1270.949951,1283.849976,1259.599976,1281.400024,1245.870239,2809493
2022-10-27,1283.300049,1299.849976,1279.050049,1294.150024,1258.266846,3279938
2022-10-28,1300.650024,1315.900024,1290.000000,1311.650024,1275.281494,2111224
2022-10-31,1318.250000,1358.500000,1316.599976,1348.599976,1311.207031,4306893
2022-11-01,1361.000000,1366.550049,1349.349976,1354.050049,1316.505859,3405472
2022-11-02,1354.050049,1361.000000,1338.599976,1352.349976,1314.852905,2298917
2022-11-03,1340.000000,1355.000000,1328.550049,1335.400024,1298.372925,1931917
2022-11-04,1338.000000,1352.000000,1331.000000,1338.300049,1301.192505,2204968
2022-11-07,1345.000000,1355.599976,1336.599976,1351.300049,1313.832153,2599224
2022-11-09,1364.849976,1364.849976,1331.000000,1337.550049,1300.463379,2459869
2022-11-10,1339.000000,1339.000000,1290.599976,1298.199951,1262.204346,2792546
2022-11-11,1305.099976,1318.750000,1278.550049,1287.099976,1251.412231,5308986
2022-11-14,1304.000000,1309.699951,1268.050049,1278.150024,1242.710449,3794391
2022-11-15,1284.550049,1296.300049,1275.250000,1291.699951,1255.884644,3192070
2022-11-16,1288.949951,1295.000000,1276.000000,1286.699951,1251.023193,2478281
2022-11-17,1280.199951,1285.000000,1254.150024,1259.349976,1224.431519,2319979
2022-11-18,1250.050049,1255.949951,1217.250000,1227.150024,1193.124512,4525364
2022-11-21,1218.000000,1234.900024,1202.000000,1218.250000,1184.471313,4120736
2022-11-22,1220.650024,1235.449951,1215.949951,1228.449951,1194.388306,2469455
2022-11-23,1234.599976,1240.349976,1224.000000,1235.699951,1201.437378,2396267
2022-11-24,1241.900024,1257.000000,1238.650024,1254.050049,1219.278687,2133523
2022-11-25,1258.000000,1267.699951,1246.000000,1260.800049,1225.841431,1370326
2022-11-28,1258.900024,1272.000000,1246.000000,1250.699951,1216.021362,2126619
2022-11-29,1256.000000,1265.000000,1248.550049,1257.099976,1222.244019,2435651
2022-11-30,1262.099976,1316.000000,1257.650024,1305.599976,1269.399170,7536690
2022-12-01,1315.000000,1316.949951,1288.000000,1293.449951,1257.586060,2613761
2022-12-02,1286.449951,1293.800049,1260.000000,1264.599976,1229.536133,2892150
2022-12-05,1269.449951,1269.449951,1252.599976,1259.800049,1224.869141,2764806
2022-12-06,1248.500000,1265.449951,1248.500000,1263.050049,1228.029053,1686075
2022-12-07,1262.000000,1268.900024,1252.400024,1266.599976,1231.480591,1731982
2022-12-08,1272.949951,1282.000000,1269.500000,1274.349976,1239.015625,1906386
2022-12-09,1281.500000,1284.650024,1256.500000,1265.400024,1230.313843,1308941
2022-12-12,1263.900024,1277.300049,1256.500000,1264.000000,1228.952637,1723401
2022-12-13,1268.000000,1285.949951,1267.000000,1283.349976,1247.766113,2164600
2022-12-14,1287.000000,1291.000000,1276.449951,1286.449951,1250.780151,1436837
2022-12-15,1285.900024,1293.500000,1281.750000,1286.949951,1251.266357,2417555
2022-12-16,1277.949951,1287.000000,1250.000000,1251.599976,1216.896484,2136354
2022-12-19,1250.900024,1294.900024,1245.050049,1290.650024,1254.863770,2767603
2022-12-20,1287.949951,1288.000000,1263.099976,1275.250000,1239.890747,1286604
2022-12-21,1279.900024,1284.500000,1258.500000,1265.699951,1230.605469,1251993
2022-12-22,1265.699951,1277.650024,1229.300049,1233.949951,1199.735840,1557590
2022-12-23,1220.000000,1230.000000,1208.000000,1224.599976,1190.645142,1913648
2022-12-26,1224.599976,1247.400024,1216.300049,1237.050049,1202.750000,1677560
2022-12-27,1243.250000,1248.500000,1223.949951,1234.250000,1200.027588,1304940
2022-12-28,1229.849976,1255.000000,1225.000000,1252.349976,1217.625610,1959508
2022-12-29,1247.699951,1267.599976,1238.550049,1262.349976,1227.348511,1289676
2022-12-30,1265.349976,1265.349976,1245.000000,1249.199951,1214.562988,1372710
2023-01-02,1251.000000,1271.000000,1242.599976,1262.849976,1227.834595,1718385
2023-01-03,1263.000000,1265.000000,1246.699951,1249.300049,1214.660400,1510751
2023-01-04,1252.349976,1255.800049,1231.000000,1236.199951,1201.923462,1344532
2023-01-05,1240.000000,1255.000000,1231.000000,1252.650024,1217.917358,2745160
2023-01-06,1252.650024,1274.949951,1248.150024,1264.900024,1229.827759,2214972
2023-01-09,1272.949951,1313.900024,1271.650024,1310.349976,1274.017456,3634805
